Title,Date,Description,Subjects,Location,Latitude,Longitude,Identifier,link,cdmid,Search
"Wallace (Idaho), Portrait of a group of men, Forest fire 1910",1910,"Forest fire August 20, 1910 - Group of men that saved 40 men in the forest fire of 1910.",groups of people; studio portraits; | Group portraits;,Wallace,47.472489,-115.923877,8-x00545b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1043,1043,"Wallace (Idaho), Portrait of a group of men, Forest fire 1910 | 1910 | Forest fire August 20, 1910 - Group of men that saved 40 men in the forest fire of 1910. | groups of people; studio portraits; | Group portraits; | Wallace"
"Wallace (Idaho), Forest fire 1910",1910,Forest fire 1910. Ruins in East Wallace.,fires; damage; | Fires; Debris;,Wallace,47.471116,-115.920015,8-x00545c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1044,1044,"Wallace (Idaho), Forest fire 1910 | 1910 | Forest fire 1910. Ruins in East Wallace. | fires; damage; | Fires; Debris; | Wallace"
"Wallace (Idaho), Forest fire 1910",1910,Forest fire 1910. Some damage of East Wallace.,fires; damage; | Fires; Debris;,Wallace,47.471132,-115.920032,8-x00545d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1045,1045,"Wallace (Idaho), Forest fire 1910 | 1910 | Forest fire 1910. Some damage of East Wallace. | fires; damage; | Fires; Debris; | Wallace"
"Wallace (Idaho), Forest fire 1910",1910,Forest fire 1910. Smoke before fire entered town Aug. 20.,fires; smoke; | Fires;,Wallace,47.471126,-115.920026,8-x00545f,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1046,1046,"Wallace (Idaho), Forest fire 1910 | 1910 | Forest fire 1910. Smoke before fire entered town Aug. 20. | fires; smoke; | Fires; | Wallace"
"Wallace (Idaho), Forest fire 1910",1910,Showing ruins of the Pacific Hotel; Hotel street from 7th. Forest fire 1910,fires; damage; | Fires; Debris;,Wallace,47.471093,-115.922381,8-x00545e,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1047,1047,"Wallace (Idaho), Forest fire 1910 | 1910 | Showing ruins of the Pacific Hotel; Hotel street from 7th. Forest fire 1910 | fires; damage; | Fires; Debris; | Wallace"
"Wallace (Idaho), Portrait of men burned in the forest fire 1910",1910,"Forest fire August 20, 1910. Men burned in the fire.",fires; damage; studio portraits; | Fires; Group portraits;  Wounds & injuries ;,Wallace,47.472444,-115.923897,8-x00545h,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1048,1048,"Wallace (Idaho), Portrait of men burned in the forest fire 1910 | 1910 | Forest fire August 20, 1910. Men burned in the fire. | fires; damage; studio portraits; | Fires; Group portraits;  Wounds & injuries ; | Wallace"
"Wallace (Idaho), Forest fire 1910",1910,Forest fire 1910. Smoke before fire entered town of Wallace.,fires; smoke; | Fires;,Wallace,47.471339,-115.925449,8-x00545g,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1049,1049,"Wallace (Idaho), Forest fire 1910 | 1910 | Forest fire 1910. Smoke before fire entered town of Wallace. | fires; smoke; | Fires; | Wallace"
"Wallace (Idaho), Forest fire 1910",1910,"Forest fire August 20, 1910. Men burned in the fire.",fires; damage; studio portraits; | Fires; Group portraits;  Wounds & injuries ;,Wallace,47.475455,-115.923887,8-x00545i,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1050,1050,"Wallace (Idaho), Forest fire 1910 | 1910 | Forest fire August 20, 1910. Men burned in the fire. | fires; damage; studio portraits; | Fires; Group portraits;  Wounds & injuries ; | Wallace"
"Wallace (Idaho), Portrait of men, Joe Johnson",1918,Joe Johnson on the right with two unidentified men. Joined the army for the first call to the front in World War I.,studio portraits; | Men; Group portraits;,,47.472465,-115.923856,8-x00546a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1051,1051,"Wallace (Idaho), Portrait of men, Joe Johnson | 1918 | Joe Johnson on the right with two unidentified men. Joined the army for the first call to the front in World War I. | studio portraits; | Men; Group portraits; |"
Shoshone County (Idaho),1918,Outside view of the poor house,poor; | Poor persons; Houses;,,47.492933,-115.95524,8-X00407e,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1052,1052,Shoshone County (Idaho) | 1918 | Outside view of the poor house | poor; | Poor persons; Houses; |
"Wallace (Idaho), Portrait of George Hutsell",1918,"George Hutsell of Gem, joined the army for the first call to the front in World War I. Died a prize fighter.",studio portraits; | Men; Portraits;,,47.472456,-115.923865,8-x00546b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1053,1053,"Wallace (Idaho), Portrait of George Hutsell | 1918 | George Hutsell of Gem, joined the army for the first call to the front in World War I. Died a prize fighter. | studio portraits; | Men; Portraits; |"
"Wallace (Idaho), Portrait of unidentified man",1918,Joined the army for the first call to the front in World War I.,studio portraits; | Men; Portraits;,,47.472412,-115.923812,8-x00546d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1054,1054,"Wallace (Idaho), Portrait of unidentified man | 1918 | Joined the army for the first call to the front in World War I. | studio portraits; | Men; Portraits; |"
"Wallace (Idaho), Portrait of unidentified man",1918,Joined the army for the first call to the front in World War I.,studio portraits; | Men; Portraits;,,47.472476,-115.923876,8-x00546c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1055,1055,"Wallace (Idaho), Portrait of unidentified man | 1918 | Joined the army for the first call to the front in World War I. | studio portraits; | Men; Portraits; |"
"Wallace (Idaho), Portrait of George Hutsell",1918,"George Hutsell of Gem, joined the army for the first call to the front in World War I. Died a prize fighter.",studio portraits; | Men; Portraits;,,47.472489,-115.923889,8-x00546e,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1056,1056,"Wallace (Idaho), Portrait of George Hutsell | 1918 | George Hutsell of Gem, joined the army for the first call to the front in World War I. Died a prize fighter. | studio portraits; | Men; Portraits; |"
"Wallace (Idaho), Portrait of unidentified man",1918,Joined the army for the first call to the front in World War I.,studio portraits; | Men; Portraits;,,47.472484,-115.923884,8-x00546f,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1057,1057,"Wallace (Idaho), Portrait of unidentified man | 1918 | Joined the army for the first call to the front in World War I. | studio portraits; | Men; Portraits; |"
Burke (Idaho) 1901,1901,"Hercules Cabin, Burke. Group examining ore samples. (Strike made July 2, 1901.)",log cabin (house); groups of people; ore; | Cabins; Men; Women;,Burke,47.520271,-115.819131,8-x00547,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1058,1058,"Burke (Idaho) 1901 | 1901 | Hercules Cabin, Burke. Group examining ore samples. (Strike made July 2, 1901.) | log cabin (house); groups of people; ore; | Cabins; Men; Women; | Burke"
Wardner (Idaho) 1886,1886,"Early-day street scene in Wardner. Noah Kellogg's burro that discovered the Bunker Hill and Sullivan Mine.  Boys riding are Jerome Day, Sam and Frank Poteet.  Also see 8-X548",commercial buildings; business (commercial function); groups of people; | Cities and towns;  Wooden buildings; Men; Horses; Children;,Wardner (Kellogg West),47.524592,-116.138677,8-x00548a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1059,1059,"Wardner (Idaho) 1886 | 1886 | Early-day street scene in Wardner. Noah Kellogg's burro that discovered the Bunker Hill and Sullivan Mine.  Boys riding are Jerome Day, Sam and Frank Poteet.  Also see 8-X548 | commercial buildings; business (commercial function); groups of people; | Cities and towns;  Wooden buildings; Men; Horses; Children; | Wardner (Kellogg West)"
Murray (Idaho) 1886,1886; 1887,The old town of Murray,dwellings; | Cities and towns;  Wooden buildings;,Murray,47.627015,-115.858498,8-x00549,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1060,1060,Murray (Idaho) 1886 | 1886; 1887 | The old town of Murray | dwellings; | Cities and towns;  Wooden buildings; | Murray
"North American Mining Co., Kellogg (Idaho) 1916",1916,Winter Scene of the mine,winter; mine buildings; | Winter; Mine buildings;,Kellogg (Kellogg West),47.502099,-116.099099,8-x00550a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1061,1061,"North American Mining Co., Kellogg (Idaho) 1916 | 1916 | Winter Scene of the mine | winter; mine buildings; | Winter; Mine buildings; | Kellogg (Kellogg West)"
"North American Mining Co., Kellogg (Idaho) 1916",1916,Winter Scene of the mine,winter; mine buildings; | Winter; Mine buildings;,Kellogg (Kellogg West),47.502077,-116.099077,8-x00550c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1062,1062,"North American Mining Co., Kellogg (Idaho) 1916 | 1916 | Winter Scene of the mine | winter; mine buildings; | Winter; Mine buildings; | Kellogg (Kellogg West)"
"North American Mining Co., Kellogg (Idaho) 1916",1916,Winter Scene of the mine,winter; mine buildings; | Winter; Mine buildings;,Kellogg (Kellogg West),47.502088,-116.099088,8-x00550b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1063,1063,"North American Mining Co., Kellogg (Idaho) 1916 | 1916 | Winter Scene of the mine | winter; mine buildings; | Winter; Mine buildings; | Kellogg (Kellogg West)"
"North American Mining Co., Kellogg (Idaho) 1916",1916,Winter Scene of the mine,winter; mine buildings; | Winter; Mine buildings;,Kellogg (Kellogg West),47.502066,-116.099066,8-x00550d,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1064,1064,"North American Mining Co., Kellogg (Idaho) 1916 | 1916 | Winter Scene of the mine | winter; mine buildings; | Winter; Mine buildings; | Kellogg (Kellogg West)"
"North American Mining Co., Kellogg (Idaho) 1916",1916,Winter Scene of the mine,winter; mine buildings; | Winter; Mine buildings;,Kellogg (Kellogg West),47.541099,-116.168099,8-x00550f,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1065,1065,"North American Mining Co., Kellogg (Idaho) 1916 | 1916 | Winter Scene of the mine | winter; mine buildings; | Winter; Mine buildings; | Kellogg (Kellogg West)"
"North American Mining Co., Kellogg (Idaho) 1916",1916,Winter Scene of the mine,winter; mine buildings; | Winter; Mine buildings;,Kellogg (Kellogg West),47.502055,-116.099055,8-x00550e,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1066,1066,"North American Mining Co., Kellogg (Idaho) 1916 | 1916 | Winter Scene of the mine | winter; mine buildings; | Winter; Mine buildings; | Kellogg (Kellogg West)"
"Hercules Mine, Burke (Idaho) 1902",1902,First underground crew at Hercules,dwellings; people; | Men; Houses;,Burke,47.547033,-115.827033,8-X000587a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1067,1067,"Hercules Mine, Burke (Idaho) 1902 | 1902 | First underground crew at Hercules | dwellings; people; | Men; Houses; | Burke"
"Hercules Mine, Burke (Idaho) 1902",1902,First underground crew at Hercules.,dwellings; people; lists; | Men; Houses;,Burke,47.547022,-115.827022,8-X000587b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1068,1068,"Hercules Mine, Burke (Idaho) 1902 | 1902 | First underground crew at Hercules. | dwellings; people; lists; | Men; Houses; | Burke"
Gem (Idaho) 1919,1919,"View of wagon road and railroad, wagon road and railroad at Gem, taken April 29, 1919",vehicles (transportation);  railroad cars; dwellings; | Automobiles; Railroad passenger cars;,Gem (Burke),47.508239,-115.867983,8-X000585a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1069,1069,"Gem (Idaho) 1919 | 1919 | View of wagon road and railroad, wagon road and railroad at Gem, taken April 29, 1919 | vehicles (transportation);  railroad cars; dwellings; | Automobiles; Railroad passenger cars; | Gem (Burke)"
Gem (Idaho) 1919,1919,"View of wagon road and railroad, wagon road and railroad at Gem, taken April 29, 1919",vehicles (transportation);  railroad cars; dwellings; groups of people; | Automobiles; Railroad passenger cars;  People;,Gem (Burke),47.508249,-115.867973,8-X000585b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1070,1070,"Gem (Idaho) 1919 | 1919 | View of wagon road and railroad, wagon road and railroad at Gem, taken April 29, 1919 | vehicles (transportation);  railroad cars; dwellings; groups of people; | Automobiles; Railroad passenger cars;  People; | Gem (Burke)"
Shoshone County (Idaho),1918,Outside view of the poor house,poor; | Poor persons; Houses;,,47.492943,-115.95514,8-X00407f,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1071,1071,Shoshone County (Idaho) | 1918 | Outside view of the poor house | poor; | Poor persons; Houses; |
Gem (Idaho) 1919,1919,"View of wagon road and railroad, wagon road and railroad at Gem, taken April 29, 1919",vehicles (transportation);  dwellings; groups of people; railroads; roads; | Automobiles; Railroad passenger cars;  People;,Gem (Burke),47.508219,-115.867963,8-X000585c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1072,1072,"Gem (Idaho) 1919 | 1919 | View of wagon road and railroad, wagon road and railroad at Gem, taken April 29, 1919 | vehicles (transportation);  dwellings; groups of people; railroads; roads; | Automobiles; Railroad passenger cars;  People; | Gem (Burke)"
Gem (Idaho) 1919,1919,"Views showing wagon road and railroad at Gem, taken April 29, 1919",vehicles (transportation);  dwellings; groups of people; railroads; roads; | Automobiles; Railroad passenger cars;,Gem (Burke),47.508259,-115.867953,8-X000585e,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1073,1073,"Gem (Idaho) 1919 | 1919 | Views showing wagon road and railroad at Gem, taken April 29, 1919 | vehicles (transportation);  dwellings; groups of people; railroads; roads; | Automobiles; Railroad passenger cars; | Gem (Burke)"
Wallace (Idaho) 1919,1919,"Exterior view. Note on back: First National Bank taken April 21, 1919",financial institutions (buildings); flags; groups of people; roads; vehicles (transportation); | Banks; People; Automobiles;,Wallace,47.471629,-115.926329,8-X000586a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1074,1074,"Wallace (Idaho) 1919 | 1919 | Exterior view. Note on back: First National Bank taken April 21, 1919 | financial institutions (buildings); flags; groups of people; roads; vehicles (transportation); | Banks; People; Automobiles; | Wallace"
"Tarbox Mining Co., Saltese (Montana) 1918",1918,"View of dump, office and other buildings at Tarbox Mining Co., 1918",mines (extracting complexes); trees; | Mine buildings--Montana; Trees--Montana;,United States--Montana--Mineral County--Saltese (Saltese),47.451042,-115.49932,8-X000589c,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1075,1075,"Tarbox Mining Co., Saltese (Montana) 1918 | 1918 | View of dump, office and other buildings at Tarbox Mining Co., 1918 | mines (extracting complexes); trees; | Mine buildings--Montana; Trees--Montana; | United States--Montana--Mineral County--Saltese (Saltese)"
Wallace (Idaho) 1913,2/8/1913,"Note on back:ORN (Oregon Railroad & Navigation Company) Wreck (ore cars) Feb. 8, 1913",railroad bridges; accidents; passenger cars (railroad cars); groups of people; | Railroad bridges; Railroad passenger cars; People; Snow; Railroad accidents;,Wallace,,,8-X000582a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1076,1076,"Wallace (Idaho) 1913 | 4788 | Note on back:ORN (Oregon Railroad & Navigation Company) Wreck (ore cars) Feb. 8, 1913 | railroad bridges; accidents; passenger cars (railroad cars); groups of people; | Railroad bridges; Railroad passenger cars; People; Snow; Railroad accidents; | Wallace"
Wallace (Idaho) 1913,2/8/1913,"Note on back: ORN (Oregon Railroad & Navigation Company) Wreck (ore cars) Feb. 8, 1913",railroad bridges; accidents; passenger cars (railroad cars); groups of people; | Railroad bridges; Railroad accidents; Railroad passenger cars; People; Snow;,Wallace,,,8-X000583b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/1077,1077,"Wallace (Idaho) 1913 | 4788 | Note on back: ORN (Oregon Railroad & Navigation Company) Wreck (ore cars) Feb. 8, 1913 | railroad bridges; accidents; passenger cars (railroad cars); groups of people; | Railroad bridges; Railroad accidents; Railroad passenger cars; People; Snow; | Wallace"
